kode_wilayah,kode_provinsi,kode_kabupaten,nama_kabupaten,sd_sederajat,smp_sederajat,sma_sederajat,smk_sederajat,total_siswa,jumlah_sppg,flag_tanpa_sppg,rasio_siswa_per_sppg,kebutuhan_sppg,gap_sppg,kategori_layanan
190600,19,1906,BARRU,18714,10162,6380,2487,44700,22.0,0,2031.8181818181818,14.9,-7.1,Layanan Cukup
62000,62,6200,PIDIE JAYA,18336,9972,8784,1618,44539,18.0,0,2474.3888888888887,14.846333333333334,-3.153666666666666,Layanan Cukup
36000,36,3600,KOTA MAGELANG,12861,11071,7180,7702,44322,19.0,0,2332.7368421052633,14.774,-4.226000000000001,Layanan Cukup
176100,17,1761,KOTA BITUNG,21546,9232,4765,4895,44155,10.0,0,4415.5,14.718333333333334,4.718333333333334,Layanan Cukup
196200,19,1962,KOTA PALOPO,19218,10189,6569,4191,44098,13.0,0,3392.153846153846,14.699333333333334,1.6993333333333336,Layanan Cukup
81100,81,8110,SOLOK SELATAN,21033,9102,6011,1768,43006,14.0,0,3071.8571428571427,14.335333333333333,0.3353333333333328,Layanan Cukup
340200,34,3402,BULUNGAN,20244,8696,5017,2905,42909,14.0,0,3064.9285714285716,14.303,0.3030000000000008,Layanan Cukup
56400,56,5640,KOTA MOJOKERTO,15541,8675,5667,6559,42268,18.0,0,2348.222222222222,14.089333333333334,-3.910666666666666,Layanan Cukup
150400,15,1504,TAPIN,20227,7895,3967,2185,42118,15.0,0,2807.866666666667,14.039333333333333,-0.9606666666666666,Layanan Cukup
260800,26,2608,SELUMA,20730,9327,5158,2030,42095,10.0,0,4209.5,14.031666666666666,4.031666666666666,Layanan Cukup
140600,14,1406,KATINGAN,20343,9022,5082,1764,41806,6.0,0,6967.666666666667,13.935333333333332,7.9353333333333325,Layanan Cukup
310100,31,3101,BINTAN,18568,9823,4916,3157,41634,18.0,0,2313.0,13.878,-4.122,Layanan Cukup
260300,26,2603,BENGKULU SELATAN,17358,8622,7172,1684,41584,9.0,0,4620.444444444444,13.861333333333333,4.861333333333333,Layanan Cukup
260400,26,2604,MUKO MUKO,20942,7537,5047,1723,41364,10.0,0,4136.4,13.788,3.7880000000000003,Layanan Cukup
220600,22,2206,KLUNGKUNG,17139,8840,6222,3910,41304,12.0,0,3442.0,13.768,1.7680000000000007,Layanan Cukup
250200,25,2502,BIAK NUMFOR,19481,9509,6235,2289,41142,9.0,0,4571.333333333333,13.714,4.714,Layanan Cukup
330200,33,3302,PASANGKAYU,20325,8652,4882,2288,40861,23.0,0,1776.5652173913043,13.620333333333333,-9.379666666666667,Layanan Cukup
61500,61,6150,NAGAN RAYA,20383,8284,4830,780,40638,14.0,0,2902.714285714286,13.546,-0.4540000000000006,Layanan Cukup
76700,76,7670,KOTA GUNUNGSITOLI,16777,9231,5831,4515,40638,17.0,0,2390.470588235294,13.546,-3.4540000000000006,Layanan Cukup
370300,37,3703,MAPPI,26524,7491,3245,1527,40381,1.0,0,40381.0,13.460333333333333,12.460333333333333,Layanan Cukup
230700,23,2307,SUMBAWA BARAT,17950,8465,4913,1960,40370,15.0,0,2691.3333333333335,13.456666666666667,-1.543333333333333,Layanan Cukup
241300,24,2413,SUMBA BARAT,16860,8417,6668,2369,40290,3.0,0,13430.0,13.43,10.43,Layanan Cukup
121300,12,1213,PESISIR BARAT,19936,8927,5617,1938,40244,14.0,0,2874.5714285714284,13.414666666666667,-0.5853333333333328,Layanan Cukup
200700,20,2007,BOMBANA,19307,8278,6113,1353,40138,18.0,0,2229.8888888888887,13.379333333333333,-4.620666666666667,Layanan Cukup
210300,21,2103,BURU,17991,8085,5283,2040,40105,8.0,0,5013.125,13.368333333333334,5.368333333333334,Layanan Cukup
140700,14,1407,SERUYAN,20881,8329,3167,1638,39959,5.0,0,7991.8,13.319666666666667,8.319666666666667,Layanan Cukup
170500,17,1705,MINAHASA SELATAN,18379,8477,4847,3155,39545,12.0,0,3295.4166666666665,13.181666666666667,1.1816666666666666,Layanan Cukup
241500,24,2415,ROTE NDAO,17932,8586,7265,1023,39517,7.0,0,5645.285714285715,13.172333333333333,6.172333333333333,Layanan Cukup
180500,18,1805,BUOL,19038,7829,4973,2040,39231,9.0,0,4359.0,13.077,4.077,Layanan Cukup
241000,24,2410,NGADA,17090,9066,7305,2053,39116,9.0,0,4346.222222222223,13.038666666666666,4.038666666666666,Layanan Cukup
290200,29,2902,BELITUNG,18461,8633,3912,3808,39093,13.0,0,3007.153846153846,13.031,0.031000000000000583,Layanan Cukup
206100,20,2061,KOTA BAU BAU,16960,7796,5896,3415,38383,21.0,0,1827.7619047619048,12.794333333333332,-8.205666666666668,Layanan Cukup
300400,30,3004,BONE BOLANGO,16069,7247,4415,1775,38203,14.0,0,2728.785714285714,12.734333333333334,-1.2656666666666663,Layanan Cukup
61300,61,6130,ACEH SINGKIL,18046,8255,5426,942,38177,17.0,0,2245.705882352941,12.725666666666667,-4.274333333333333,Layanan Cukup
241700,24,2417,NAGEKEO,17139,8720,6343,1677,37973,9.0,0,4219.222222222223,12.657666666666668,3.6576666666666675,Layanan Cukup
330400,33,3304,MAMASA,16194,7679,4009,3122,37929,16.0,0,2370.5625,12.643,-3.3569999999999993,Layanan Cukup
71100,71,7110,NIAS,17593,9075,4439,4047,37926,13.0,0,2917.3846153846152,12.642,-0.35800000000000054,Layanan Cukup
196100,19,1961,KOTA PAREPARE,17376,8196,5466,3081,37901,20.0,0,1895.05,12.633666666666667,-7.366333333333333,Layanan Cukup
61700,61,6170,ACEH BARAT DAYA,16343,7588,5137,1110,37880,16.0,0,2367.5,12.626666666666667,-3.373333333333333,Layanan Cukup
300300,30,3003,POHUWATO,17302,6655,4090,1528,37540,7.0,0,5362.857142857143,12.513333333333334,5.513333333333334,Layanan Cukup
72000,72,7200,SAMOSIR,16518,9405,6213,2030,37493,8.0,0,4686.625,12.497666666666667,4.497666666666667,Layanan Cukup
116300,11,1163,KOTA PAGAR ALAM,16398,8131,6103,2372,37313,14.0,0,2665.214285714286,12.437666666666667,-1.5623333333333331,Layanan Cukup
210600,21,2106,SERAM BAGIAN TIMUR,17817,7460,5172,1130,37066,6.0,0,6177.666666666667,12.355333333333334,6.355333333333334,Layanan Cukup
72800,72,7280,NIAS UTARA,15449,8094,5152,3189,36129,14.0,0,2580.6428571428573,12.043,-1.9570000000000007,Layanan Cukup
241400,24,2414,LEMBATA,15573,8413,5381,1917,35601,4.0,0,8900.25,11.867,7.867000000000001,Layanan Cukup
140300,14,1403,BARITO UTARA,16341,7233,4765,1634,35226,5.0,0,7045.2,11.742,6.742000000000001,Layanan Cukup
180900,18,1809,TOJO UNA UNA,17171,6220,3333,2182,34831,14.0,0,2487.9285714285716,11.610333333333333,-2.389666666666667,Layanan Cukup
141100,14,1411,PULANG PISAU,16390,6928,4889,656,34468,3.0,0,11489.333333333334,11.489333333333333,8.489333333333333,Layanan Cukup
300100,30,3001,BOALEMO,14903,6313,4257,1479,34174,6.0,0,5695.666666666667,11.391333333333334,5.391333333333334,Layanan Cukup
330600,33,3306,MAMUJU TENGAH,16374,6348,4291,1206,34053,16.0,0,2128.3125,11.351,-4.648999999999999,Layanan Cukup
360800,36,3608,DEIYAI,23597,4069,2051,592,33685,1.0,0,33685.0,11.228333333333333,10.228333333333333,Layanan Cukup
200300,20,2003,BUTON,15178,6848,5646,849,33678,11.0,0,3061.6363636363635,11.226,0.22600000000000087,Layanan Cukup
141000,14,1410,GUNUNG MAS,17424,6934,3990,643,33544,3.0,0,11181.333333333334,11.181333333333333,8.181333333333333,Layanan Cukup
210400,21,2104,KEPULAUAN TANIMBAR,14989,7814,5374,1394,32937,2.0,0,16468.5,10.979,8.979,Layanan Cukup
370400,37,3704,ASMAT,23245,4396,2074,259,32801,4.0,0,8200.25,10.933666666666667,6.933666666666667,Layanan Cukup
201600,20,2016,BUTON TENGAH,14748,6689,5283,1361,32423,15.0,0,2161.5333333333333,10.807666666666666,-4.192333333333334,Layanan Cukup
200800,20,2008,KOLAKA UTARA,15744,6463,4161,1444,32371,12.0,0,2697.5833333333335,10.790333333333333,-1.2096666666666671,Layanan Cukup
181200,18,1812,MOROWALI UTARA,14852,6091,3516,1697,32166,2.0,0,16083.0,10.722,8.722,Layanan Cukup
390400,39,3904,SORONG,15538,7331,4141,2109,32052,6.0,0,5342.0,10.684,4.683999999999999,Layanan Cukup
141200,14,1412,MURUNG RAYA,15155,6286,4945,386,32003,1.0,0,32003.0,10.667666666666667,9.667666666666667,Layanan Cukup
380700,38,3807,LANNY JAYA,17926,8378,4160,589,31967,6.0,0,5327.833333333333,10.655666666666667,4.655666666666667,Layanan Cukup
151000,15,1510,BALANGAN,14419,5732,3806,1376,31926,9.0,0,3547.3333333333335,10.642,1.6419999999999995,Layanan Cukup
66400,66,6640,KOTA SUBULUSSALAM,14371,6458,4318,1280,31901,15.0,0,2126.733333333333,10.633666666666667,-4.366333333333333,Layanan Cukup
260500,26,2605,KEPAHIANG,14853,6913,4016,1899,31296,8.0,0,3912.0,10.432,2.4320000000000004,Layanan Cukup
210700,21,2107,KEPULAUAN ARU,15049,6472,3757,1468,30792,2.0,0,15396.0,10.264,8.264,Layanan Cukup
86600,86,8660,KOTA PARIAMAN,11260,6564,4978,4108,30413,5.0,0,6082.6,10.137666666666666,5.137666666666666,Layanan Cukup
260700,26,2607,KAUR,14121,6213,4135,1112,30338,7.0,0,4334.0,10.112666666666666,3.112666666666666,Layanan Cukup
250300,25,2503,KEPULAUAN YAPEN,15597,6374,4628,1339,30087,8.0,0,3760.875,10.029,2.029,Layanan Cukup
270300,27,2703,HALMAHERA BARAT,13948,6441,4845,1473,30025,8.0,0,3753.125,10.008333333333333,2.008333333333333,Layanan Cukup
210200,21,2102,MALUKU TENGGARA,13174,6243,3933,1795,29922,4.0,0,7480.5,9.974,5.974,Layanan Cukup
191300,19,1913,KEPULAUAN SELAYAR,13351,6183,3633,1760,29553,12.0,0,2462.75,9.851,-2.148999999999999,Layanan Cukup
300500,30,3005,GORONTALO UTARA,13480,5675,4229,588,29152,4.0,0,7288.0,9.717333333333332,5.7173333333333325,Layanan Cukup
140200,14,1402,BARITO SELATAN,12961,6147,4499,1325,28998,5.0,0,5799.6,9.666,4.666,Layanan Cukup
180100,18,1801,BANGGAI KEPULAUAN,13010,5930,3374,1618,28825,12.0,0,2402.0833333333335,9.608333333333333,-2.3916666666666675,Layanan Cukup
276100,27,2761,KOTA TIDORE KEPULAUAN,12228,6236,5142,1073,28816,9.0,0,3201.777777777778,9.605333333333334,0.6053333333333342,Layanan Cukup
176300,17,1763,KOTA KOTAMOBAGU,10833,6134,5518,3695,28691,7.0,0,4098.714285714285,9.563666666666666,2.5636666666666663,Layanan Cukup
260900,26,2609,BENGKULU TENGAH,12565,6486,4550,1029,28306,7.0,0,4043.714285714286,9.435333333333332,2.4353333333333325,Layanan Cukup
200600,20,2006,WAKATOBI,12242,5513,4771,319,27953,9.0,0,3105.8888888888887,9.317666666666666,0.3176666666666659,Layanan Cukup
270700,27,2707,KEPULAUAN SULA,11448,5652,4398,1235,27572,9.0,0,3063.5555555555557,9.190666666666667,0.19066666666666698,Layanan Cukup
201100,20,2011,KOLAKA TIMUR,12729,5529,4145,1298,27354,8.0,0,3419.25,9.118,1.1180000000000003,Layanan Cukup
242100,24,2421,SABU RAIJUA,11962,6002,4985,600,27245,2.0,0,13622.5,9.081666666666667,7.081666666666667,Layanan Cukup
131200,13,1312,KAYONG UTARA,13737,5926,3890,1061,27243,15.0,0,1816.2,9.081,-5.9190000000000005,Layanan Cukup
76500,76,7650,KOTA SIBOLGA,10494,5720,4814,3221,27162,11.0,0,2469.2727272727275,9.054,-1.9459999999999997,Layanan Cukup
290600,29,2906,BELITUNG TIMUR,12623,5906,3188,1741,27042,11.0,0,2458.3636363636365,9.014,-1.9860000000000007,Layanan Cukup
210800,21,2108,MALUKU BARAT DAYA,12984,6003,3719,976,26940,3.0,0,8980.0,8.98,5.98,Layanan Cukup
201400,20,2014,BUTON SELATAN,11999,5334,4588,466,26280,9.0,0,2920.0,8.76,-0.2400000000000002,Layanan Cukup
61600,61,6160,ACEH JAYA,11268,5002,3146,1008,26278,11.0,0,2388.909090909091,8.759333333333334,-2.240666666666666,Layanan Cukup
61800,61,6180,GAYO LUES,13459,5303,3452,392,26099,17.0,0,1535.235294117647,8.699666666666667,-8.300333333333333,Layanan Cukup
86400,86,8640,KOTA SOLOK,9509,5466,4802,3361,25920,13.0,0,1993.8461538461538,8.64,-4.359999999999999,Layanan Cukup
141300,14,1413,BARITO TIMUR,11976,5373,3165,1427,25819,5.0,0,5163.8,8.606333333333334,3.6063333333333336,Layanan Cukup
106100,10,1061,KOTA SUNGAI PENUH,9690,5042,5068,1577,25793,11.0,0,2344.818181818182,8.597666666666667,-2.402333333333333,Layanan Cukup
360600,36,3606,DOGIYAI,19101,4222,962,401,25366,0.0,1,,8.455333333333334,8.455333333333334,Layanan Cukup
140900,14,1409,LAMANDAU,12194,4546,2338,1325,25177,2.0,0,12588.5,8.392333333333333,6.392333333333333,Layanan Cukup
270600,27,2706,HALMAHERA TIMUR,11375,5397,3551,950,24793,6.0,0,4132.166666666667,8.264333333333333,2.264333333333333,Layanan Cukup
72700,72,7270,NIAS BARAT,10664,5628,3802,1768,24702,8.0,0,3087.75,8.234,0.23399999999999999,Layanan Cukup
210900,21,2109,BURU SELATAN,10631,4667,2716,1094,24171,3.0,0,8057.0,8.057,5.057,Layanan Cukup
61100,61,6110,SIMEULUE,10789,5261,4056,622,23869,10.0,0,2386.9,7.956333333333333,-2.0436666666666667,Layanan Cukup
171000,17,1710,MINAHASA TENGGARA,11280,4528,2719,1332,23731,6.0,0,3955.1666666666665,7.910333333333333,1.910333333333333,Layanan Cukup
201300,20,2013,MUNA BARAT,10336,5012,3623,1035,23688,14.0,0,1692.0,7.896,-6.104,Layanan Cukup
81000,81,8100,KEPULAUAN MENTAWAI,11427,4999,4178,322,23584,0.0,1,,7.8613333333333335,7.8613333333333335,Layanan Cukup
260600,26,2606,LEBONG,11732,4654,2825,1186,23508,3.0,0,7836.0,7.836,4.836,Layanan Cukup
241800,24,2418,SUMBA TENGAH,9959,4865,3446,1064,23418,1.0,0,23418.0,7.806,6.806,Layanan Cukup
86200,86,8620,KOTA PADANG PANJANG,6995,5545,6065,1756,23199,7.0,0,3314.1428571428573,7.733,0.7329999999999997,Layanan Cukup
340100,34,3401,MALINAU,10345,4883,3262,877,22903,3.0,0,7634.333333333333,7.634333333333333,4.634333333333333,Layanan Cukup
170300,17,1703,KEPULAUAN SANGIHE,10101,5011,2736,1897,22694,9.0,0,2521.5555555555557,7.564666666666667,-1.4353333333333333,Layanan Cukup
320100,32,3201,FAK FAK,10568,4470,2881,1038,21744,7.0,0,3106.285714285714,7.248,0.24800000000000022,Layanan Cukup
176200,17,1762,KOTA TOMOHON,8510,5030,3944,2192,21658,11.0,0,1968.909090909091,7.219333333333333,-3.780666666666667,Layanan Cukup
370200,37,3702,BOVEN DIGOEL,12993,4375,1456,1167,21593,1.0,0,21593.0,7.197666666666667,6.197666666666667,Layanan Cukup
380400,38,3804,TOLIKARA,15221,4475,1209,148,21564,0.0,1,,7.188,7.188,Layanan Cukup
310400,31,3104,LINGGA,9779,4643,3704,451,21212,5.0,0,4242.4,7.070666666666667,2.070666666666667,Layanan Cukup
216100,21,2161,KOTA TUAL,9436,4333,3279,1049,21033,4.0,0,5258.25,7.011,3.011,Layanan Cukup
270100,27,2701,PULAU TALIABU,8354,3668,2151,726,20702,7.0,0,2957.4285714285716,6.900666666666667,-0.09933333333333305,Layanan Cukup
310300,31,3103,NATUNA,8879,4495,3752,385,20648,12.0,0,1720.6666666666667,6.882666666666666,-5.117333333333334,Layanan Cukup
320400,32,3204,TELUK BINTUNI,10149,4224,2743,603,20375,5.0,0,4075.0,6.791666666666667,1.791666666666667,Layanan Cukup
200900,20,2009,KONAWE UTARA,9540,3807,2934,285,20118,5.0,0,4023.6,6.706,1.7060000000000004,Layanan Cukup
320200,32,3202,KAIMANA,10592,3868,2249,1080,19786,6.0,0,3297.6666666666665,6.5953333333333335,0.5953333333333335,Layanan Cukup
270200,27,2702,HALMAHERA TENGAH,9499,3945,2289,1290,19706,1.0,0,19706.0,6.568666666666667,5.568666666666667,Layanan Cukup
170400,17,1704,KEPULAUAN TALAUD,8306,4198,2848,709,19704,5.0,0,3940.8,6.568,1.5679999999999996,Layanan Cukup
201000,20,2010,BUTON UTARA,8720,3984,3049,611,19670,5.0,0,3934.0,6.556666666666667,1.5566666666666666,Layanan Cukup
390200,39,3902,RAJA AMPAT,10272,4325,2669,692,19524,7.0,0,2789.1428571428573,6.508,-0.492,Layanan Cukup
181100,18,1811,BANGGAI LAUT,8832,3960,2081,1268,19165,7.0,0,2737.8571428571427,6.388333333333334,-0.6116666666666664,Layanan Cukup
270800,27,2708,PULAU MOROTAI,7719,3126,2339,835,18441,3.0,0,6147.0,6.147,3.1470000000000002,Layanan Cukup
170800,17,1708,BOLAANG MONGONDOW UTARA,8204,3556,2391,890,18191,2.0,0,9095.5,6.063666666666666,4.063666666666666,Layanan Cukup
252000,25,2520,KEEROM,9385,3776,2305,856,18183,6.0,0,3030.5,6.061,0.06099999999999994,Layanan Cukup
380200,38,3802,PEGUNUNGAN BINTANG,10223,3871,1422,416,18158,0.0,1,,6.052666666666667,6.052666666666667,Layanan Cukup
171200,17,1712,BOLAANG MONGONDOW SELATAN,7854,3232,1566,813,16413,6.0,0,2735.5,5.471,-0.5289999999999999,Layanan Cukup
171100,17,1711,BOLAANG MONGONDOW TIMUR,7704,3249,1124,1120,15572,3.0,0,5190.666666666667,5.190666666666667,2.190666666666667,Layanan Cukup
140800,14,1408,SUKAMARA,7096,2952,1730,631,15436,1.0,0,15436.0,5.145333333333333,4.145333333333333,Layanan Cukup
390300,39,3903,SORONG SELATAN,7641,3777,1843,940,15126,3.0,0,5042.0,5.042,2.042,Layanan Cukup
71800,71,7180,PAKPAK BHARAT,6535,3234,2377,479,14453,3.0,0,4817.666666666667,4.817666666666667,1.8176666666666668,Layanan Cukup
86300,86,8630,KOTA SAWAHLUNTO,5888,2266,1465,1288,13140,3.0,0,4380.0,4.38,1.38,Layanan Cukup
251900,25,2519,SARMI,6183,2739,2070,306,12678,3.0,0,4226.0,4.226,1.226,Layanan Cukup
320300,32,3203,TELUK WONDAMA,6436,2749,1729,325,12226,2.0,0,6113.0,4.075333333333333,2.075333333333333,Layanan Cukup
310500,31,3105,KEPULAUAN ANAMBAS,5410,2387,1841,348,11958,3.0,0,3986.0,3.986,0.9860000000000002,Layanan Cukup
252800,25,2528,MAMBERAMO RAYA,7073,2546,1001,286,11734,0.0,1,,3.9113333333333333,3.9113333333333333,Layanan Cukup
170900,17,1709,KEPULAUAN SIAU TAGULANDANG BIARO,5286,2661,1704,694,11582,11.0,0,1052.909090909091,3.8606666666666665,-7.139333333333333,Layanan Cukup
380600,38,3806,YALIMO,7181,2391,1033,249,11074,0.0,1,,3.691333333333333,3.691333333333333,Layanan Cukup
201200,20,2012,KONAWE KEPULAUAN,4684,1919,1331,200,10178,2.0,0,5089.0,3.3926666666666665,1.3926666666666665,Layanan Cukup
360200,36,3602,PUNCAK JAYA,6569,1791,788,396,10085,0.0,1,,3.361666666666667,3.361666666666667,Layanan Cukup
66000,66,6600,KOTA SABANG,4548,2059,1437,387,9940,3.0,0,3313.3333333333335,3.3133333333333335,0.31333333333333346,Layanan Cukup
321200,32,3212,MANOKWARI SELATAN,4589,2034,1408,191,9233,4.0,0,2308.25,3.0776666666666666,-0.9223333333333334,Layanan Cukup
252600,25,2526,WAROPEN,4419,1945,1271,343,8879,2.0,0,4439.5,2.9596666666666667,0.9596666666666667,Layanan Cukup
252700,25,2527,SUPIORI,3928,1765,1682,53,8614,1.0,0,8614.0,2.8713333333333333,1.8713333333333333,Layanan Cukup
161200,16,1612,MAHAKAM ULU,4025,1714,1083,120,8547,0.0,1,,2.849,2.849,Layanan Cukup
340300,34,3403,TANA TIDUNG,3723,1562,1026,68,7750,1.0,0,7750.0,2.5833333333333335,1.5833333333333335,Layanan Cukup
380800,38,3808,NDUGA,4804,1526,275,241,7105,0.0,1,,2.368333333333333,2.368333333333333,Layanan Cukup
390500,39,3905,TAMBRAUW,3946,1393,495,266,6553,0.0,1,,2.1843333333333335,2.1843333333333335,Layanan Cukup
321100,32,3211,PEGUNUNGAN ARFAK,4218,1186,510,79,6424,0.0,1,,2.1413333333333333,2.1413333333333333,Layanan Cukup
380500,38,3805,MAMBERAMO TENGAH,3975,1419,609,0,6293,0.0,1,,2.0976666666666666,2.0976666666666666,Layanan Cukup
360700,36,3607,INTAN JAYA,4788,960,107,0,5901,0.0,1,,1.967,1.967,Layanan Cukup
10100,10,1010,ADM. KEPULAUAN SERIBU,2539,1123,573,382,5825,7.0,0,832.1428571428571,1.9416666666666667,-5.058333333333334,Layanan Cukup
390100,39,3901,MAYBRAT,3260,1110,500,114,5330,0.0,1,,1.7766666666666666,1.7766666666666666,Layanan Cukup
360500,36,3605,PUNCAK,3215,778,396,46,4585,0.0,1,,1.5283333333333333,1.5283333333333333,Layanan Cukup
